,ID,NAME,Lat,Lon,ELEVATION,State
10746185,US1TXKT0001,"SNYDER 22.1 NNW, TX US",33.025769,-101.000242354,717.5,TX
10746222,USC00414841,"KNAPP 2 SW, TX US",32.6259,-101.1503,698.0,TX
10746576,USC00413216,"FLUVANNA, TX US",32.9,-101.15,,TX
10746588,US1TXGR0002,"JUSTICEBURG 2.4 ENE, TX US",33.049951,-101.162877,709.6,TX
10776718,USC00418468,"SOUTH CAMP 6666, TX US",33.5055,-100.4413,570.0,TX
10787977,USC00414967,"LAKE ALAN HENRY, TX US",33.06408,-101.04887,695.6,TX
10800863,USC00419711,"WHITE RIVER RESERVOIR, TX US",33.45634,-101.09245,734.3,TX
10801452,US1TXDK0002,"DICKENS 1.5 W, TX US",33.619396,-100.861245,745.2,TX
10801454,USC00418566,"SPUR, TX US",33.4791,-100.8761,700.1,TX
10802797,USC00417663,"ROARING SPRINGS, TX US",33.90517,-100.85147,762.3,TX
10802804,US1TXDK0001,"DICKENS 1.8 SSW, TX US",33.598917,-100.850848,751.0,TX
10841591,US1TXFS0006,"HAMLIN 7.3 WSW, TX US",32.845047,-100.247028,560.5,TX
10857665,USC00418584,"STAMFORD 2, TX US",32.95,-99.8,488.0,TX
10859960,US1TXKX0002,"BENJAMIN 0.2 SSE, TX US",33.58027778,-99.79222222,449.0,TX
10883842,USC00416743,"PADUCAH 2 WNW, TX US",34.03333,-100.31667,576.1,TX
10883913,USC00416745,"PADUCAH 10 S, TX US",33.8758,-100.383,594.4,TX
10883919,USC00415086,"LATIMER RANCH, TX US",33.88333,-100.38333,594.4,TX
10883998,USC00413828,"GUTHRIE, TX US",33.6266,-100.3369,536.4,TX
10884437,US1TXSW0001,"ASPERMONT 7.1 SW, TX US",33.0705,-100.3154,548.0,TX
10885132,USW00023007,"CHILDRESS MUNICIPAL AIRPORT, TX US",34.42747,-100.28391,593.9,TX
10885267,USC00416742,"PADUCAH 15 S, TX US",33.8084,-100.298,558.4,TX
10886249,USC00411696,"CHILDRESS 3 W, TX US",34.43333,-100.25,601.1,TX
10886298,USC00410558,"BATEMAN RANCH 2, TX US",33.6,-100.21667,544.1,TX
10898819,US1TXJO0001,"ANSON 3.5 WNW, TX US",32.7776,-99.9521,524.0,TX
10899020,USC00417769,"ROSS RANCH, TX US",33.58333,-100.01667,506.0,TX
10899172,US1TXKX0003,"KNOX CITY 8.8 WNW, TX US",33.48729,-99.943666,479.8,TX
10953492,US1TXKX0001,"TRUSCOTT 2.7 NW, TX US",33.777061,-99.833918,466.6,TX
10987580,USC00411622,"CHALK, TX US",33.88333,-100.21667,542.5,TX
10987592,US1TXCHD003,"CHILDRESS 0.4 WNW, TX US",34.43175,-100.22202,579.4,TX
10988337,USC00416740,"PADUCAH 7 E, TX US",34.02316,-100.18419,527.3,TX
11021066,USC00413253,"FORSAN, TX US",32.11167,-101.36417,838.2,TX
11041062,USC00415120,"LEES, TX US",32.082,-101.4842,685.8,TX
11048028,USC00410784,"BIG SPRING FIELD STATION, TX US",32.2683,-101.4858,764.7,TX
11048062,USW00003044,"BIG SPRING MCMAHON WRINKLE AIRPORT, TX US",32.2125,-101.52139,784.3,TX
11052062,USW00023041,"BIG SPRING, TX US",32.2443,-101.4537,765.0,TX
11062470,USW00023005,"WEBB AFB, TX US",32.21667,-101.51667,780.9,TX
11068062,USC00419162,"TRUNK, TX US",32.21667,-101.71667,772.1,TX
11069662,US1TXHWR003,"BIG SPRING 1.5 E, TX US",32.24124,-101.45383,764.7,TX
11081058,USC00415158,"LENORAH, TX US",32.308,-101.8776,867.2,TX
11106108,USC00410781,"BIG SPRING 5 NE, TX US",32.3738,-101.4177,791.3,TX
11115758,USC00410034,"ACKERLY 4 SE, TX US",32.50972,-101.67472,809.2,TX
11160167,USC00415875,"MIAMI, TX US",35.6935,-100.6392,837.3,TX
11160250,US1TXSY0001,"HERMLEIGH 3.3 NW, TX US",32.660775,-100.807792,730.0,TX
11160543,USC00414988,"LAKEVIEW NEAR SOIL CONSERVATION SERVICE NUMBER 56, TX US",34.666667,-100.683333,,TX
11160564,USC00415145,"LELIA LAKE NEAR SOIL CONSERVATION SERVICE NUMBER 57, TX US",34.833333,-100.766667,,TX
11160570,USC00415658,"MATADOR, TX US",34.025,-100.8117,716.6,TX
11161050,US1TXMTC001,"COLORADO CITY 8.2 WNW, TX US",32.434042,-100.992278,680.0,TX
11162450,USW00003050,"SNYDER WINSTON FIELD AIRPORT, TX US",32.69333,-100.95056,740.7,TX
11172160,US1TXFS0007,"ROTAN 0.3 S, TX US",32.84942,-100.464345,593.4,TX
11221038,US1TXMDL049,"MIDLAND 4.6 WSW, TX US",31.9962,-102.1698,873.6,TX
11221438,US1TXMDL029,"MIDLAND 2.0 S, TX US",31.998546,-102.105605,860.1,TX
11223038,USR0000TMID,"MIDLAND TEXAS, TX US",32.0,-102.0,854.0,TX
11231038,US1TXMDL017,"MIDLAND 1.9 SSE, TX US",32.000241,-102.093262,852.2,TX
11232124,US1TXMDL047,"MIDLAND 3.9 WSW, TX US",32.0046,-102.161,872.0,TX
11233438,US1TXMDL058,"MIDLAND 3.8 WSW, TX US",32.0047,-102.15974,867.8,TX
11233802,US1TXMDL057,"MIDLAND 3.1 WSW, TX US",32.006254,-102.146696,872.3,TX
11234212,US1TXMDL006,"MIDLAND 3.0 WSW, TX US",32.00634,-102.14626,868.4,TX
11239604,US1TXMDL051,"MIDLAND 4.0 WSW, TX US",32.0089843,-102.165221,868.4,TX
11240058,US1TXMDL022,"MIDLAND 1.5 SSE, TX US",32.008756,-102.0869249,846.7,TX
11240270,US1TXMDL028,"MIDLAND 0.8 SE, TX US",32.0188064575195,-102.089218139648,848.6,TX
11240338,USC00415891,"MIDLAND 4 ENE, TX US",32.0185,-102.0257,846.1,TX
11241307,US1TXMDL032,"MIDLAND 2.3 WSW, TX US",32.013096,-102.135713,863.5,TX
11241489,US1TXMDL013,"MIDLAND 5.0 E, TX US",32.018283,-102.165081,873.3,TX
11241538,US1TXMDL008,"MIDLAND 1.6 WSW, TX US",32.0168,-102.12576,858.0,TX
11278710,US1TXMDL026,"MIDLAND 1.1 WSW, TX US",32.01977,-102.118015,854.4,TX
11278827,US1TXMDL033,"MIDLAND 2.1 W, TX US",32.0253,-102.1357,859.5,TX
11278832,US1TXMDL056,"MIDLAND 4.2 W, TX US",32.020803,-102.17196,869.0,TX
11280364,US1TXMDL042,"MIDLAND 1.4 WNW, TX US",32.03071,-102.12344,860.5,TX
11281030,USC00410250,"ANDREWS 2, TX US",32.3123,-102.5606,980.2,TX
11284530,USW00000349,"ANDREWS CO AIRPORT, TX US",32.331,-102.53,967.1,TX
11286630,USC00410248,"ANDREWS, TX US",32.34833,-102.55167,972.9,TX
11301030,US1TXAD0002,"ANDREWS 26.7 SW, TX US",32.053333,-102.8796,973.5,TX
11301926,USC00417074,"PLAINS, TX US",33.1869,-102.828,1120.1,TX
11302030,USW00003056,"GAINES CO AIRPORT, TX US",32.67528,-102.65444,1010.4,TX
11306450,USC00418201,"SEMINOLE, TX US",32.7131,-102.6596,1016.8,TX
11341022,USC00415013,"LAMESA 1 SSE, TX US",32.7228,-101.9456,903.7,TX
11375014,US1TXEC0007,"GARDENDALE 1.1 NE, TX US",32.032929,-102.348462,901.9,TX
11375592,USC00415183,"LEVELLAND, TX US",33.5501,-102.3758,1071.1,TX
11376014,USC00415354,"LOOP 10 SE, TX US",32.87694,-102.37583,946.1,TX
11376214,USC00415351,"LOOP, TX US",32.9,-102.41667,989.1,TX
11381909,USW00003071,"MIDLAND AIRPARK, TX US",32.03639,-102.10111,854.4,TX
11382084,US1TXMDL010,"MIDLAND 1.7 NW, TX US",32.04127,-102.12407,857.1,TX
11386569,US1TXMDL045,"MIDLAND 3.8 NNE, TX US",32.080103,-102.082751,859.5,TX
11386570,US1TXMDL044,"MIDLAND 3.9 NNE, TX US",32.077758,-102.079492,860.1,TX
11388170,US1TXMDL048,"MIDLAND 5.0 E, TX US",32.014235,-101.985341,842.8,TX
11389466,US1TXLK0059,"WOLFFORTH 4.6 S, TX US",33.441379,-102.017686,1007.7,TX
11389476,US1TXLK0047,"WOLFFORTH 1.9 NNE, TX US",33.5325988,-101.9948465,1006.1,TX
11389482,US1TXLK0046,"SHALLOWATER 1.2 SSE, TX US",33.67375,-101.98634,1014.1,TX
11389598,US1TXLK0051,"SLIDE 0.6 SSW, TX US",33.39862,-101.93558,993.0,TX
11389616,US1TXLK0028,"LUBBOCK 6.6 SW, TX US",33.5097,-101.958542,997.9,TX
11390277,USC00416836,"PATRICIA, TX US",32.55,-102.11667,915.0,TX
11390789,US1TXTE0002,"MEADOW 0.1 WSW, TX US",33.3377265,-102.2083267,1016.8,TX
11390848,US1TXHCK004,"ANTON 5.3 SSE, TX US",33.743,-102.1193833,1026.9,TX
11401010,USC00412408,"DENVER CITY, TX US",32.96944,-102.8264,1091.2,TX
11412010,USC00411127,"BROWNFIELD, TX US",33.18333,-102.26667,1031.1,TX
11420696,USC00411128,"BROWNFIELD, TX US",33.1909,-102.2681,1005.8,TX
11446510,USC00413411,"GAIL, TX US",32.7744,-101.4539,771.1,TX
11447573,USC00416694,"ORSON RANCH, TX US",32.75,-101.68333,808.0,TX
11473482,USC00417206,"POST, TX US",33.19847,-101.37463,792.8,TX
11496506,US1TXLK0011,"LUBBOCK 3.3 S, TX US",33.52807,-101.87617,986.0,TX
11496696,US1TXLK0081,"LUBBOCK 3.0 S, TX US",33.53308,-101.87809,987.2,TX
11496698,USC00416504,"O DONNELL, TX US",32.96697,-101.84182,927.8,TX
11496998,USC00418818,"TAHOKA, TX US",33.17,-101.80999,948.5,TX
11510755,USC00415363,"LORENZO, TX US",33.66667,-101.53333,966.2,TX
11523357,US1TXYK0001,"DENVER CITY 0.2 E, TX US",32.9697749018669,-102.826938405633,1092.4,TX
11571182,US1TXLK0087,"SHALLOWATER 2.0 W, TX US",33.691662,-102.027549,1007.1,TX
11571362,US1TXHCK003,"ROUNDUP 0.4 SW, TX US",33.76,-102.1035,1024.1,TX
11571372,US1TXHCK006,"ANTON 5.4 SE, TX US",33.759,-102.093,1026.3,TX
11579211,US1TXLK0006,"LUBBOCK 6.1 SW, TX US",33.502553,-101.934738,1000.0,TX
11580210,US1TXHCK002,"ROPESVILLE 5.8 NNW, TX US",33.4922,-102.1883,1036.9,TX
11580358,USC00413972,"HART, TX US",34.3697,-102.1175,1116.5,TX
11594494,USC00416137,"MULESHOE NWR, TX US",33.95444,-102.77833,1140.0,TX
11594500,USC00416074,"MORTON, TX US",33.7187,-102.75866,1147.9,TX
11595397,US1TXGN0001,"SEMINOLE 0.7 W, TX US",32.7165,-102.6647,1012.9,TX
11595670,USC00416135,"MULESHOE NUMBER 1, TX US",34.2192,-102.7327,1167.4,TX
11596108,USC00415570,"MAPLE, TX US",33.78333,-102.9,1189.9,TX
11601576,USC00417736,"ROPESVILLE 6 NNW, TX US",33.49239,-102.18838,1038.1,TX
11602255,USC00415265,"LITTLEFIELD, TX US",33.8688,-102.25834,1054.0,TX
11602270,USW00023021,"REESE AFB, TX US",33.58333,-102.23333,1014.1,TX
11602970,US1TXLK0056,"LUBBOCK 3.8 WSW, TX US",33.550833,-101.934167,999.1,TX
11603130,US1TXLK0069,"LUBBOCK 4.8 SW, TX US",33.5313949584961,-101.938934326172,1004.6,TX
11603136,US1TXLK0064,"LUBBOCK 3.5 W, TX US",33.580427,-101.935765,1003.1,TX
11603143,US1TXLK0084,"LUBBOCK 3.9 NW, TX US",33.60909,-101.92985,1002.2,TX
11603170,US1TXLK0023,"LUBBOCK 5.5 W, TX US",33.568618,-101.969931,1000.7,TX
11603200,US1TXLK0050,"LUBBOCK 5.0 W, TX US",33.581172,-101.961799,1002.5,TX
11603276,US1TXLK0009,"SHALLOWATER 2.7 NW, TX US",33.71765,-102.0256,1014.1,TX
11632513,US1TXFL0001,"LOCKNEY 0.6 W, TX US",34.1232,-101.451583,995.2,TX
11681243,USC00418373,"SLATON, TX US",33.43063,-101.65711,942.4,TX
11681250,USC00418477,"SOUTHLAND, TX US",33.36232,-101.55099,920.5,TX
11682389,USC00419809,"WILSON, TX US",33.33333,-101.7,976.0,TX
11682394,US1TXLK0024,"RANSOM CANYON 0.4 ENE, TX US",33.531076,-101.675379,949.1,TX
11689913,USC00417079,"PLAINVIEW, TX US",34.1891,-101.7023,1027.2,TX
11689920,USC00419175,"TULIA, TX US",34.55837,-101.72382,1051.6,TX
11690765,US1TXLK0004,"LUBBOCK 6.8 ENE, TX US",33.62,-101.77,972.9,TX
11690778,USC00415408,"LUBBOCK 6 NNE, TX US",33.65778,-101.81333,991.8,TX
11691867,US1TXHLE009,"ABERNATHY 0.2 NNE, TX US",33.83401,-101.84335,1026.9,TX
11691870,USW00023042,"LUBBOCK INTERNATIONAL AIRPORT, TX US",33.66578,-101.8233,993.2,TX
11691950,US1TXLK0001,"WOODROW 2.8 W, TX US",33.4543,-101.8908,983.9,TX
11694570,US1TXLK0002,"WOODROW 2.8 WNW, TX US",33.4606,-101.8883,986.9,TX
11694650,US1TXLK0079,"LUBBOCK 8.5 SSW, TX US",33.459,-101.9202,991.8,TX
11695469,US1TXLK0074,"LUBBOCK 7.2 S, TX US",33.47282,-101.89279,987.2,TX
11697013,US1TXLK0090,"LUBBOCK 5.9 SSW, TX US",33.499865,-101.920271,994.0,TX
11697120,US1TXLK0031,"LUBBOCK 5.6 S, TX US",33.4958,-101.8935,983.6,TX
11757442,USC00412448,"DICKENS, TX US",33.61667,-100.83333,784.9,TX
11768901,USC00417334,"QUAIL NEAR SOIL CONSERVATION SERVICE NUMBER 55, TX US",34.916667,-100.516667,,TX
11799400,USC00413215,"FLOYDADA 9 SE, TX US",33.8761,-101.2463,954.0,TX
11800795,USC00417361,"QUITAQUE, TX US",34.36667,-101.05,783.9,TX
11800833,US1TXBRC009,"QUITAQUE 1.9 ENE CL, TX US",34.37519,-101.02248,757.7,TX
11827927,US1TXLK0035,"RANSOM CANYON 0.4 WSW, TX US",33.528387,-101.689522,905.3,TX
11831778,US1TXLK0014,"LUBBOCK 5.3 SSW, TX US",33.511535,-101.92604,990.0,TX
11832037,US1TXLK0039,"LUBBOCK 5.7 SW, TX US",33.511376,-101.935806,997.9,TX
11832040,US1TXLK0005,"LUBBOCK 5.5 SW, TX US",33.510125,-101.928318,990.9,TX
11832080,US1TXLK0088,"LUBBOCK 6.4 SW, TX US",33.50758,-101.96106,1002.8,TX
11839081,US1TXLK0007,"LUBBOCK 6.7 SW, TX US",33.51705,-101.96722,1003.1,TX
11840180,US1TXLK0093,"LUBBOCK 4.1 S, TX US",33.516232,-101.882149,987.6,TX
11845595,US1TXLK0072,"LUBBOCK 5.2 SW, TX US",33.526142,-101.943195,1007.4,TX
11845600,US1TXLK0073,"LUBBOCK 4.9 SW, TX US",33.520973,-101.928201,999.1,TX
11845720,US1TXLK0032,"LUBBOCK 6.5 WSW, TX US",33.52496,-101.97048,999.7,TX
11846829,USC00415409,"LUBBOCK WEATHER FORECAST OFFICE, TX US",33.5281,-101.8761,986.0,TX
11852146,USC00417433,"RANSOM CANYON, TX US",33.53528,-101.68389,944.9,TX
11862180,US1TXLK0021,"LUBBOCK 3.1 S, TX US",33.5317,-101.8817,982.1,TX
11863175,US1TXLK0012,"LUBBOCK 4.2 SW, TX US",33.549865,-101.919171,993.0,TX
11869836,US1TXLK0008,"LUBBOCK 0.7 SE, TX US",33.568085,-101.867666,982.1,TX
11870872,US1TXLK0003,"LUBBOCK 4.7 WNW, TX US",33.589125,-101.95505,999.1,TX
11871556,US1TXLK0027,"LUBBOCK 2.4 NW, TX US",33.60408,-101.89919,980.8,TX
11871657,US1TXLK0080,"LUBBOCK 0.7 WSW, TX US",33.570308,-101.885526,983.3,TX
11871729,US1TXLK0057,"LUBBOCK 2.2 W, TX US",33.570886,-101.914031,980.5,TX
11872876,US1TXLK0078,"LUBBOCK 1.1 SE, TX US",33.565021,-101.862286,981.5,TX
11876446,US1TXLK0017,"LUBBOCK 2.6 W, TX US",33.57933,-101.919787,990.0,TX
11876497,USC00415412,"LUBBOCK 2, TX US",33.58333,-101.88333,982.1,TX
11878210,US1TXLK0033,"LUBBOCK 2.9 NW, TX US",33.59992,-101.9168,989.4,TX
11880415,US1TXLK0077,"LUBBOCK 6.4 NW, TX US",33.63563,-101.9606,999.4,TX
11883146,USC00413214,"FLOYDADA, TX US",33.98485,-101.33386,970.2,TX
11883846,USC00412121,"CROSBYTON, TX US",33.66078,-101.27774,930.2,TX
11895084,US1TXLK0071,"LUBBOCK 9.1 NNW, TX US",33.69701,-101.9393,1014.1,TX
11896138,US1TXLK0048,"LUBBOCK 13.2 N, TX US",33.766727,-101.875246,1013.5,TX
11930838,USC00411267,"BUSHLAND 1 WSW, TX US",35.1866,-102.0797,1164.0,TX
11935470,USC00418232,"SHALLOWATER, TX US",33.68747,-101.98578,1006.8,TX
11961976,USC00418234,"SHALLOWATER NEAR SOIL CONSERVATION SERVICE NUMBER 63, TX US",33.716667,-102.0,,TX
11962126,US1TXLK0054,"ABERNATHY 6.6 WSW, TX US",33.809721,-101.95692,1031.4,TX
11964841,US1TXLK0030,"SHALLOWATER 8.3 NNW, TX US",33.79525,-102.06209,1030.8,TX
11976726,USC00416981,"PETTIT 4 NE, TX US",33.73333,-102.46667,1083.0,TX
11977102,USC00415263,"LITTLEFIELD, TX US",33.91667,-102.33333,1086.0,TX
11977126,US1TXLB0001,"LITTLEFIELD 5.9 S, TX US",33.83433333,-102.3259667,1064.1,TX
11985025,USW00003054,"MULESHOE 19 S, TX US",33.9557,-102.774,1140.6,TX
12019617,USC00412463,"DIMMITT 6 E, TX US",34.55,-102.21667,1161.9,TX
12019717,USC00416644,"OLTON, TX US",34.17956,-102.1351,1100.6,TX
12020342,USC00413864,"HALE CENTER 14 WNW, TX US",34.13333,-102.05,1076.9,TX
12067645,US1TXLK0022,"LUBBOCK INTERNATIONAL, TX US",33.66579,-101.82331,996.1,TX
12070394,USC00415410,"LUBBOCK 9 N, TX US",33.6897,-101.8219,989.1,TX
12101769,USC00410012,"ABERNATHY, TX US",33.84105,-101.85083,1023.8,TX
12165565,US1TXHLE010,"ABERNATHY 3.2 NNW, TX US",33.875827,-101.86175,1027.2,TX
12165692,USC00419169,"TUCO STATION, TX US",33.88333,-101.85,1022.0,TX
12169126,USC00413862,"HALE CENTER, TX US",34.08333,-101.85,1046.1,TX
12172693,USC00417081,"PLAINVIEW WATER PRODUCTION, TX US",34.1981,-101.746,1051.6,TX
12172698,US1TXHLE001,"PLAINVIEW 2.2 WNW, TX US",34.1971,-101.7431,1040.0,TX
12173208,US1TXLK0070,"IDALOU 0.4 SSW, TX US",33.6583480834961,-101.685569763184,975.4,TX
12173344,USC00419176,"TULIA 6 NE, TX US",34.6,-101.7,1067.1,TX
12220882,USC00413195,"FLOMOT 2 E, TX US",34.2319,-100.9561,720.9,TX
12220893,USC00413196,"FLOMOT 4 NE, TX US",34.2675,-100.9336,719.3,TX
12221026,USW00023072,"CLARENDON, TX US",34.9414,-100.9126,850.4,TX
12234994,USC00416433,"NORTHFIELD, TX US",34.27937,-100.58825,612.6,TX
12235156,USC00415770,"MC LEAN, TX US",35.236,-100.5923,802.2,TX
12253387,USC00419191,"TURKEY, TX US",34.39604,-100.89661,716.9,TX
12261789,US1TXBRC007,"QUITAQUE 1.3 WNW DB, TX US",34.374033,-101.076494,799.8,TX
12261793,US1TXBRC005,"CAPROCK CANYONS SOUTH PRONG, TX US",34.440976,-101.092759,,TX
12282415,USC00412967,"ESTELLINE NEAR SOIL CONSERVATION SERVICE NUMBER 60, TX US",34.4,-100.466667,,TX
12282419,USC00416310,"NEWLIN NEAR SOIL CONSERVATION SERVICE NUMBER 54, TX US",34.633333,-100.45,,TX
12282545,USC00413410,"GAGEBY 3 WNW, TX US",35.6317,-100.3923,846.7,TX
12290241,USC00411697,"CHILDRESS 13 NW, TX US",34.56667,-100.33333,522.1,TX
12290253,USC00417723,"ROLLA NEAR SOIL CONSERVATION SERVICE NUMBER 53, TX US",34.816667,-100.366667,,TX
12300403,USC00416952,"PERRYTON 21 S, TX US",36.1016,-100.7394,909.8,TX
12300413,USC00415127,"LEFORS, TX US",35.4416,-100.8113,853.4,TX
12301684,USC00418833,"TAMPICO, TX US",34.46667,-100.81667,686.1,TX
12333023,US1TXDS0006,"HEREFORD 2.3 SSW, TX US",34.7906,-102.4069,1170.7,TX
12333035,USC00419329,"VEGA SOIL CONSERVATION SERVICE 101 2 46, TX US",35.25,-102.43333,1225.9,TX
12333083,USC00414100,"HEREFORD 2 ESE, TX US",34.81667,-102.4,1164.9,TX
12333172,USC00419330,"VEGA 2 NW, TX US",35.2774,-102.4633,1218.6,TX
12333731,USC00414098,"HEREFORD, TX US",34.8172,-102.4002,1164.3,TX
12333920,US1TXCST001,"DIMMITT 1.3 SSE, TX US",34.5324,-102.3029,1182.0,TX
12334051,US1TXDS0004,"HEREFORD 2.4 ENE, TX US",34.835141,-102.358231,1159.8,TX
12334483,USC00412464,"DIMMITT, TX US",34.54422,-102.302,1179.6,TX
12349579,USC00410977,"BOVINA, TX US",34.51667,-102.88333,1250.9,TX
12379354,US1TXLB0002,"OLTON 0.2 W, TX US",34.1799828,-102.139757,1100.0,TX
12391607,USC00416136,"MULESHOE 2, TX US",34.2192,-102.7327,1167.4,TX
12413846,USC00413976,"HART JONES RANCH, TX US",34.28333,-102.06667,381.0,TX
12416580,USC00416215,"NAZARETH, TX US",34.55,-102.1,1129.0,TX
12416590,USC00419224,"UMBARGER, TX US",34.9577,-102.1044,1141.8,TX
12443799,US1TXFL0002,"SOUTH PLAINS 2.0 ENE, TX US",34.232,-101.276,972.6,TX
12443852,USC00418323,"SILVERTON, TX US",34.47336,-101.30218,998.2,TX
12445338,USC00418628,"STERLEY, TX US",34.2,-101.4,990.9,TX
12449764,USC00411778,"CLAUDE, TX US",35.11,-101.36194,1034.8,TX
12449902,US1TXCRS001,"PANHANDLE 0.5 WSW, TX US",35.3441,-101.3881,1057.0,TX
12451196,USC00413787,"GRUVER, TX US",36.2631,-101.4051,966.2,TX
12451204,USC00410958,"BORGER, TX US",35.66884,-101.40233,930.6,TX
12451271,USC00410955,"BORGER, TX US",35.65,-101.4,949.1,TX
12451283,US1TXHTH008,"BORGER 0.7 NNE, TX US",35.6690744,-101.39528,944.9,TX
12451408,USC00418648,"STINNETT 1, TX US",35.816667,-101.45,967.7,TX
12451434,USC00416785,"PANHANDLE, TX US",35.3513,-101.3897,1055.5,TX
12464648,USC00412766,"EDMONSON, TX US",34.28333,-101.9,1061.0,TX
12464651,USC00413926,"HAPPY 4 NW, TX US",34.7861,-101.8953,1126.8,TX
12464732,USC00411430,"CANYON, TX US",34.9805,-101.9263,1094.2,TX
12464748,US1TXRD0027,"CANYON 0.9 SSE, TX US",34.968316,-101.916803,1078.4,TX
12464986,US1TXRD0039,"AMARILLO 4.3 SW, TX US",35.16806,-101.88181,1120.4,TX
12465919,US1TXRD0040,"CANYON 2.9 E, TX US",34.9788,-101.87,1089.7,TX
12466055,USC00413922,"HAPPY, TX US",34.73333,-101.85,1104.0,TX
12466126,US1TXRD0036,"CANYON 3.3 E, TX US",34.979936,-101.863078,1108.9,TX
12495103,USC00414880,"KRESS, TX US",34.3975,-101.72781,1051.9,TX
12495246,USC00416436,"RANDALL 10 SE, TX US",35.05915,-101.75249,1075.9,TX
12495248,US1TXRD0035,"AMARILLO 4.9 SSE, TX US",35.133904,-101.799731,1104.6,TX
12496337,US1TXPT0024,"AMARILLO 3.1 N, TX US",35.2467,-101.8224,1088.1,TX
12496346,US1TXRD0032,"AMARILLO 9.2 S, TX US",35.0700263977051,-101.815299987793,1093.6,TX
12496926,USC00416070,"MORSE, TX US",36.06083,-101.47472,969.3,TX
12497038,USC00419380,"VIGO PARK, TX US",34.65084,-101.49805,1032.1,TX
12539164,USC00419527,"WAYSIDE, TX US",34.7933,-101.5483,1036.3,TX
12539268,USR0000TCED,"CEDAR TEXAS, TX US",35.6667,-101.5667,930.2,TX
12539269,US1TXAM0002,"CLAUDE 17.3 SW, TX US",34.944932,-101.594173,907.1,TX
12539416,USC00418763,"SUNRAY NEAR SOIL CONSERVATION SERVICE NUMBER 37, TX US",35.916667,-101.65,,TX
12546847,US1TXPT0004,"AMARILLO 5.3 E, TX US",35.192301,-101.725802,1093.6,TX
12548303,USW00023047,"AMARILLO AIRPORT, TX US",35.22027,-101.71733,1099.3,TX
12548409,USC00410213,"AMARILLO 7 ENE, TX US",35.2327,-101.7092,1094.2,TX
12563016,US1TXRD0009,"CANYON 0.7 ESE, TX US",34.9786,-101.909,1076.2,TX
12563021,US1TXRD0029,"AMARILLO 7.2 SW, TX US",35.1270751953125,-101.906692504883,1124.4,TX
12563522,US1TXRD0006,"CANYON 0.2 SSW, TX US",34.97862,-101.92375,1079.0,TX
12564187,US1TXPT0023,"AMARILLO 1.6 W, TX US",35.1992194,-101.8474024,1125.6,TX
12568537,US1TXRD0031,"CANYON 1.9 W, TX US",34.980284,-101.954975,1092.4,TX
12641242,USC00418852,"TASCOSA, TX US",35.56667,-102.3,1040.0,TX
12655729,US1TXBLY002,"MULESHOE 1.2 N, TX US",34.2456,-102.7247,1158.5,TX
12656145,USC00410071,"ADRIAN 6 N, TX US",35.3489,-102.647,1229.0,TX
12656150,US1TXDL0003,"DALHART 8.1 W, TX US",36.083333,-102.656667,1238.1,TX
12656278,USC00413368,"FRIONA, TX US",34.63983,-102.72288,1226.8,TX
12657358,USC00410947,"BOOTLEG CORNER, TX US",34.83333,-102.81667,1253.9,TX
12657413,US1TXPM0002,"FRIONA 0.8 W, TX US",34.637299,-102.735895,1231.4,TX
12713532,USC00418154,"SEAGRAVES, TX US",32.95,-102.56667,1047.9,TX
12713715,USC00419946,"YELLOW LAKE SOIL CONSERVATION SERVICE NUMBER 61, TX US",33.8,-102.483333,,TX
12714082,USW00093042,"DALHART FAA AIRPORT, TX US",36.02516,-102.54875,1215.5,TX
12714093,USC00410011,"DALHART 2 SE, TX US",36.0542,-102.5028,1211.9,TX
12714244,USC00419643,"WESTWAY, TX US",34.816667,-102.566667,,TX
12714654,USC00411649,"CHANNING 2, TX US",35.68306,-102.33,1155.2,TX
12719391,USC00417730,"ROMERO, TX US",35.71667,-102.91667,1238.1,TX
12719461,USC00413441,"GARCIA LAKE, TX US",34.88333,-103.01667,1281.1,TX
12719644,USC00413442,"GARCIA LAKE 12 ENE, TX US",34.91667,-102.73333,1260.0,TX
12722679,USC00419435,"WALCOTT, TX US",34.93333,-102.98333,1253.9,TX
12756991,US1TXRD0024,"AMARILLO 13.6 WSW, TX US",35.1588897705078,-102.053726196289,1161.6,TX
12757847,US1TXRD0041,"AMARILLO 8.9 SW, TX US",35.126685,-101.944961,1133.6,TX
12758003,US1TXPT0026,"AMARILLO 10.0 W, TX US",35.204159,-101.994987,1153.1,TX
12758011,USC00410566,"BAUTISTA NEAR SOIL CONSERVATION SERVICE NUMBER 35, TX US",35.733333,-102.016667,,TX
12758164,US1TXRD0043,"CANYON 4.9 NW, TX US",35.038089,-101.974573,1120.1,TX
12758166,USC00412617,"DUMAS, TX US",35.8731,-101.9725,1114.0,TX
12759357,USC00411648,"CHANNING SOIL CONSERVATION SERVICE 38, TX US",35.68333,-102.16667,,TX
12759367,USC00411947,"CONLEN SOIL CONSERVATION SERVICE 9, TX US",36.2,-102.21667,,TX
12786040,USC00410068,"ADRIAN, TX US",35.28333,-102.66667,1232.0,TX
12791528,US1TXRD0013,"CANYON 0.5 NW, TX US",34.98561,-101.928749,1083.9,TX
12791612,US1TXRD0022,"CANYON 1.9 WNW, TX US",34.986691,-101.955017,1096.4,TX
